urls,dates,type,district,surface,nbr_rooms,description,price,agency_name,details,floor_nbr
https://www.lkeria.com/annonces/immobilier/Vente-Appartement-Hydra-Alger-24966-207870-2.html,NA,Appartement,Hydra,100,4,"Description du bien
Achat Appartement Hydra Property Management agency cherche pour clientèle sélectionnées des appartements à la vente situé dans des quartiers résidentiel de Hydra .N hésitez pas à nous faire vos propositions. Appelez-nous au : 0552843456
",NA,Agence immobilière PROPERTY MANAGEMENT AGENCY,Avec Acte Surface :100 m2 4 pièces,NA
https://www.lkeria.com/annonces/immobilier/Vente-Appartement-Kouba-Alger-35179-208002-2.html,NA,Appartement,Kouba,155,4,"Description du bien
Vente Appartement Kouba VEND  4 pièces .cuisine + sdb .avec garage .1er étage d une superficie de 155 m² .refait a neuf avec matériaux nobles .prix : 4milliards / nég Appelez-nous au : 0551875179 / 0550183627
",4e7,Agence immobilière transiko,Prix Négociable Surface :155 m2 4 pièces Garage Livret foncier Gaz de ville,NA
https://www.lkeria.com/annonces/immobilier/Vente-Terrain-Kouba-Alger-35179-208004-2.html,NA,Terrain,Kouba,300,0,"Description du bien
Vente Terrain Kouba vend un terrain de 300 m² .façade de 12 m .centre de kouba .cartier résidentiel prix 9milliard Appelez-nous au : 0551875179
",9e7,Agence immobilière transiko,Prix Négociable Avec Acte Surface :300 m2,NA
https://www.lkeria.com/annonces/immobilier/Vente-Terrain-El-Achour-Alger-34888-211167-2.html,2018-07-23,Terrain,El Achour,5441,0,"Description du bien
Vente Terrain El Achour Rais immobilier met en vente un trés beau Terrain situé à OUED ROMANE sur la route me ant vers centre d EL ACHOUR ,convient pour une promotion immobiliere haut standing,toutes commoditées existes.
Pour toutes informations nous contacter vous trouverez un cadre technique expérimenté dans le domaine de la construction pour bien mener votre projet. Appelez-nous au : 0556114344 / 0540004742
",97938e4,Agence immobilière RAIS IMMOBILIER,Prix Négociable Avec Acte Surface :5441 m2 Livret foncier Gaz de ville,NA
https://www.lkeria.com/annonces/immobilier/Vente-Terrain-El-Achour-Alger-34888-212331-2.html,2018-07-23,Terrain,El Achour,587,0,"Description du bien
Vente Terrain El Achour Raisimmobilier met en vente un beau terrain plat de 587 m2 dans un quartier trés calme,résidensiel toutes les commodités de confort existent(eau,eu,gaz et electricite) route goudronnée. Documents en règle ( ACTE,LF,CU R+3). Appelez-nous au : 0556114344 / 0540004742
",161425e3,Agence immobilière RAIS IMMOBILIER,Prix Négociable Avec Acte Surface :587 m2 Livret foncier Gaz de ville,NA
https://www.lkeria.com/annonces/immobilier/Vente-Villa-Bir-Mourad-Rais-Alger-34888-208767-2.html,2018-07-23,Villa,Bir Mourad Rais,130,7,"Description du bien
Vente Villa Bir Mourad Rais Vente d une villa R+1 à Mont Riant quartier résidentiel tres calme ,vue dégagée,bon voisinnage,prés de toutes les commodités.
La maison est composée de deux appartements,un grand jardin avec arbres fruitiers et 02 cours indépendantes.
RDC: 02 chambres,1 G salon & salle a manger,cuisine,sdb ,sanitaires,1 balcon et 1garage.
1er étage: 05 chambres,G salon& salle a manger,cuusine,sdb,sanitaires,03 balcons et garage.
Superficie totale: 510 m2.
Superficie bâtie: 130 m2.
Acte notarié et LF. Appelez-nous au : 0556114344 / 0540004742
",185e6,Agence immobilière RAIS IMMOBILIER,Prix Négociable Avec Acte Surface :130 m2 7 pièces Jardin Garage Livret foncier Gaz de ville,NA
https://www.lkeria.com/annonces/immobilier/Vente-Villa-Bordj-El-Bahri-Alger-34888-209156-2.html,2018-07-23,Villa,Bordj El Bahri,270,11,"Description du bien
Vente Villa Bordj El Bahri L agence Raïs immobilier met en vente une belle villa style moderne d une superficié de 270 m2, 2 façades, orientation Est Ouest composée de:
RDC: en duplex cuisine equipée et aménagé moderne.
1er étage : suite parentale et 3 chambres,sdb,wc.
2étage: 4 chambres,cuisine équipée,sdb,wc.
3 étage: séjour,buanderie,wc et terrasse de 90 m2.
Commodités : systeme de sécurité( alarme, camera de surveillance.
Chauffage central,bache a eau de 7 m3,cour herborée,gaz,eau,électricité,
Garage pour 2 véhicules, tramway à 5 minute. Appelez-nous au : 0556114344 / 0540004742
",95e6,Agence immobilière RAIS IMMOBILIER,Prix Négociable Avec Acte Etage :3 Cuisine :Américaine Chauffage :Central Orientation :Est Surface :270 m2 Construit :2010 11 pièces Fini(e) Jardin Garage Balcon Climatisation Livret foncier Bache Citèrne Terrasse Sanitaire 2 Facades Cour Gaz de ville Eau chaude Téléphone Electricité,3
https://www.lkeria.com/annonces/immobilier/Vente-Villa-Birkhadem-Alger-34888-212314-2.html,2018-07-23,Villa,Birkhadem,350,8,"Description du bien
Vente Villa Birkhadem Rais immobilier met en vente une villa en plein centre de Birkhadem à cote bibliotheque communale route d elharrach érigé sur 350 m2,toutes commodités ,certificat d urbanisme R+6 ,convient pour un immeuble commercial, clinique sanitaire,promotion immobiliere ou habitation. Appelez-nous au : 0556114344 / 0540004742
",4e5,Agence immobilière RAIS IMMOBILIER,Prix Négociable Avec Acte Surface :350 m2 8 pièces Jardin Garage Livret foncier Gaz de ville,NA
https://www.lkeria.com/annonces/immobilier/Vente-Appartement-Bir-Mourad-Rais-Alger-34888-209097-2.html,2018-07-23,Appartement,Bir Mourad Rais,100,5,"Description du bien
Vente Appartement Bir Mourad Rais Agence Raïs immobilier met en vente un appartement F5 superficié 100 m2, 2eme étage, commodités de confort existe,calme,propre et bon voisinnage .
Acte notarié et LF. Le prix est négociable.
Situation : Cité La Concorde Bt L BIR MOURAD RAIS. Appelez-nous au : 0556114344 / 0540004742
",23e6,Agence immobilière RAIS IMMOBILIER,Prix Négociable Avec Acte Etage :2 Chauffage :Gaz Orientation :Ouest Surface :100 m2 5 pièces Balcon Livret foncier Sanitaire 3 Facades Gaz de ville Eau chaude Téléphone Electricité,2
https://www.lkeria.com/annonces/immobilier/Vente-Appartement-Kouba-Alger-34888-211859-2.html,2018-07-23,Appartement,Kouba,70,3,"Description du bien
Vente Appartement Kouba Rais immo vend un bel appartement 3 pieces,cuisine et sdb ,sup de 70 m2 au 4eme etage dans un immeuble isolé.Quartier calme,bon voisinnage,proximité de toutes les commodités( transport urbain,ecoles,cem,lycée,hopital et accés rapide recade sud).acte et livret foncier disponible de suite. Appelez-nous au : 0556114344 / 0540004742
",125e5,Agence immobilière RAIS IMMOBILIER,Prix Négociable Avec Acte Surface :70 m2 3 pièces Livret foncier Gaz de ville,NA
https://www.lkeria.com/annonces/immobilier/Vente-Appartement-Ain-Benian-Alger-35430-212386-2.html,2018-07-23,Appartement,Ain Benian,80,3,"Description du bien
Vente Appartement Ain Benian Vend un trés beau appartement F3 refait à neuf cuisine aménager et equipée cuisiniére , machine à laver ...Toutes  les chambres sont meublées , chambre d enfants ; salon ;salle à manger etc...Habitable  a l instant même. 5éme etage avec un ascenseur entretenu par un sous traitant Ain Benian cité AADL : Trés bien entretenu par des particulier Cotisation 2 500 DA/moisPrix : 1,6 MilliardsPour toutes
visites merci de nous contacter aux :0552 733 144  ou   0770
94 80 06khaled.hakem2016@gmail.com Ou passer a
notre agence  "" Hakem Agence Immobilière""
sise :
Coopérative
El Afak J09 Villa N° 05 A Jolie Vue Kouba Alger
 Appelez-nous au : 00213(0)770948006 / 00213(0)552733144
",16e6,Agence immobilière Hakem Agence Immobilière,Prix Négociable Surface :80 m2,NA
https://www.lkeria.com/annonces/immobilier/Vente-Villa-Kouba-Alger-35430-212382-2.html,2018-07-23,Villa,Kouba,270,11,"Description du bien
Vente Villa Kouba Vend une Villa R+ 3  à Jolie Vue devant le rond point de la route des grossiste  superficie de 270 m² 100% commercial , RC : Trois grands locales de 100 m² 1er étage : un F4 2éme étage : Un F43éme étage : Un F3 + terrasse
Pour toutes
visites merci de nous contacter aux :
0552 733 144  ou   0770
94 80 06khaled.hakem2016@gmail.comOu passer a
notre agence  "" Hakem Agence Immobilière""
sise :
Coopérative
El Afak J09 Villa N° 05 A Jolie Vue Kouba Alger
 Appelez-nous au : 00213(0)770948006 / 00213(0)552733144
",18e7,Agence immobilière Hakem Agence Immobilière,Prix Négociable Avec Acte Surface :270 m2 11 pièces Livret foncier Gaz de ville,NA
https://www.lkeria.com/annonces/immobilier/Vente-Appartement-Kouba-Alger-35430-212381-2.html,2018-07-23,Appartement,Kouba,100,5,"Description du bien
Vente Appartement Kouba Vend un appartement F4 (aménager en F5) au 3éme étage sur un immeuble de 3 étages situe au Cité 286 logements à Kouba (ex: CNEP) ; quartier calme et sécurisé , parking voitures de l immeuble toute commodité Prix : 2,45 milliards négociableDes visite sont possibles a l heure et jours de votre convenance . Appelez-nous au : 00213(0)770948006 / 00213(0)552733144
",245e5,Agence immobilière Hakem Agence Immobilière,Prix Négociable Surface :100 m2 5 pièces Gaz de ville,NA
https://www.lkeria.com/annonces/immobilier/Vente-Appartement-Kouba-Alger-35430-212099-2.html,2018-07-23,Appartement,Kouba,0,3,"Description du bien
Vente Appartement Kouba Vend un F 3 refait  chauffage centraliser 1er étage convient cabinet ou
logement très bon voisinage immeuble  Prix 1,2 milliards  négociable    Appelez-nous au : 00213(0)770948006 / 00213(0)552733144
",12e6,Agence immobilière Hakem Agence Immobilière,Prix Négociable Avec Acte 3 pièces,NA
https://www.lkeria.com/annonces/immobilier/Vente-Appartement-Cheraga-Alger-35430-212100-2.html,2018-07-23,Appartement,Cheraga,0,2,"Description du bien
Vente Appartement Cheraga Vend un appartement F2 au 9éme étage  pour habitation ou  activités
commerciales 76 m² dont 60m² habitable et 16 m² terrasse ;situé à
Cheraga; ascenseur ,immeuble sécurisé ; acte de propriété ;Parking Prix 1,2 milliards négociable Appelez-nous au : 00213(0)770948006
",12e6,Agence immobilière Hakem Agence Immobilière,Prix Négociable Avec Acte 2 pièces,NA
https://www.lkeria.com/annonces/immobilier/Vente-Appartement-Douera-Alger-35430-212145-2.html,2018-07-23,Appartement,Douera,75,3,"Description du bien
Vente Appartement Douera Vente d un appartement F3 au 3 éme etage , immeuble trés neuf , entrée
trés agréable , quartier calme et sécurisé pour plus de détails voir les
photo pour uniquement avoir un aperçu , si vous etes intéressé un RDV
sera pris pour visite au chréno qui vous convient le mieux
Prix 1,3 milliards négociable Appelez-nous au : 00213(0)770948006
",13e6,Agence immobilière Hakem Agence Immobilière,Prix Négociable Etage :3 Surface :75 m2 3 pièces Balcon Sanitaire 1 Facades Gaz de ville,3
https://www.lkeria.com/annonces/immobilier/Vente-Appartement-Hydra-Alger-35430-212178-2.html,2018-07-23,Appartement,Hydra,110,4,"Description du bien
Vente Appartement Hydra Vente un bel appartement  F4 à Hydra toute commodités u 3éme étage les photos sont disponible et pour avoir une aperçu réel des visites sur place seront organisées selon les jours et les heures qui vous convient
Prix 4.3 milliards Appelez-nous au : 00213(0)770948006

Prix du bien



4.30 Milliards centimes DA 
Général

 Prix Négociable Avec Acte Surface :110 m2 4 pièces Gaz de ville	


Agence immobilière Hakem Agence Immobilière(agréée )













00 213 (0) 770 94 80 06
00 213 (0) 552733144
 



Hakem Agence Immobilière
























Envoyer un Message







",43e6,Agence immobilière Hakem Agence Immobilière,Prix Négociable Avec Acte Surface :110 m2 4 pièces Gaz de ville,NA
https://www.lkeria.com/annonces/immobilier/Vente-Appartement-Mohamed-Belouizdad-Alger-35430-212303-2.html,2018-07-23,Appartement,Mohamed Belouizdad,30,2,"Description du bien
Vente Appartement Mohamed Belouizdad Vente Un appartement  à Belcourt Marché ""Tnache"" dans un quartier ancien au 5 éme etagePour toutes
visites merci de nous contacter aux 0552 733 144  ou   0770
94 80 06khaled.hakem2016@gmail.comOu passer a
notre agence  "" Hakem Agence Immobilière""
sise :
Coopérative
El Afak J09 Villa N° 05 A Jolie Vue Kouba Alger

 Appelez-nous au : 00213(0)770948006 / 00213(0)552733144
",7e6,Agence immobilière Hakem Agence Immobilière,Prix Négociable Avec Acte Surface :30 m2,NA
https://www.lkeria.com/annonces/immobilier/Vente-Appartement-Ain-Benian-Alger-35430-211961-2.html,2018-07-23,Appartement,Ain Benian,0,4,"Description du bien
Vente Appartement Ain Benian VENDS un appartement F4 2éme étage a Ain Benian Appelez-nous au : 00213(0)770948006
",12e6,Agence immobilière Hakem Agence Immobilière,NA,NA
https://www.lkeria.com/annonces/immobilier/Vente-Appartement-Bab-Ezzouar-Alger-35430-211963-2.html,2018-07-23,Appartement,Bab Ezzouar,0,3,"Description du bien
Vente Appartement Bab Ezzouar Vends un beau appartement F3 14 étage avec ascenseur à Bab Ezzouar en face l hotel Mercure Appelez-nous au : 00213(0)770948006
",15e6,Agence immobilière Hakem Agence Immobilière,NA,NA
https://www.lkeria.com/annonces/immobilier/Vente-Appartement-Bir-Mourad-Rais-Alger-35430-211849-2.html,2018-07-23,Appartement,Bir Mourad Rais,0,3,"Description du bien
Achat Appartement Bir Mourad Rais Ouvert  à toutes propositions de ventes  d un appartement de type F3 pour clients particulier  Appelez-nous au : 00213(0)770948006
",NA,Agence immobilière Hakem Agence Immobilière,NA,NA
https://www.lkeria.com/annonces/immobilier/Vente-Appartement-Birkhadem-Alger-35430-212074-2.html,2018-07-23,Appartement,Birkhadem,0,4,"Description du bien
Vente Appartement Birkhadem Vend un appartement F4 ,3éme étage à Ain Naadja  Prix 1,5 Milliards Appelez-nous au : 00213(0)770948006
",15e6,Agence immobilière Hakem Agence Immobilière,Prix Négociable Avec Acte 4 pièces Gaz de ville,NA
https://www.lkeria.com/annonces/immobilier/Vente-Appartement-Hydra-Alger-35430-211956-2.html,2018-07-23,Appartement,Hydra,0,2,"Description du bien
Vente Appartement Hydra Vend un appartement F2 a Hydra très bien situé  Appelez-nous au : 00213(0)770948006
",2e7,Agence immobilière Hakem Agence Immobilière,Prix Négociable,NA
https://www.lkeria.com/annonces/immobilier/Vente-Appartement-Souidania-Alger-175-211631-2.html,2018-07-23,Appartement,Souidania,135,4,"Description du bien
Vente Appartement Souidania L AGENCE  C A G I M  -   VEND A SOUIDANIA  - APPARTEMENT TYPE F4 - 1er ETAGE - 135m2 - CUISINE EQUIPEE - CHAUFFAGE CENTRAL - CLIMATISEURS + BOXE POUR UNE VOITURE AU S/SOL  - TOUTES COMMODITES - IDEAL POUR HABITATION & PROFESSION LIBERALE Appelez-nous au : 0661590082
",23e6,Agence immobilière EXPERT IMMOBILIER INTERNATIONAL CAGIM,Prix Négociable Avec Acte Surface :135 m2 4 pièces Livret foncier Gaz de ville,NA
https://www.lkeria.com/annonces/immobilier/Vente-Villa-Ouled-Fayet-Alger-175-210412-2.html,2018-07-23,Villa,Ouled Fayet,0,0,"Description du bien
Vente Villa Ouled Fayet LOTISEMENT RESIDENTIEL  & PROXIMITE BANQUES - VEND VILLA R+2  -  160 / 400m2  -  2 FACADES -  TOUTES COMMODITES - ACTE + PERMIS DE CONSTRUIRE + LIVRET FONCIER + CERTIFICAT DE CONFORMITE - IDEALE POUR HABITATION + PROFESSION LIBERALE - VUE DEGAGEE & PLEIN SOLEIL. 10.5 MILLIARDS Appelez-nous au : 0661590082
",105e6,Agence immobilière EXPERT IMMOBILIER INTERNATIONAL CAGIM,NA,NA
https://www.lkeria.com/annonces/immobilier/Vente-Local-Alger-Centre-Alger-35334-209831-2.html,2018-07-22,Local,Alger-Centre,40,0,"Description du bien
Vente Local Alger-Centre Vente local a Alger centre Debissi de 40 m² papier Acte prix =3.5 M négociable Appelez-nous au : 0540200245 / 0696795540
",35e6,Agence immobilière Feliachi,Prix Négociable Avec Acte Surface :40 m2,NA
https://www.lkeria.com/annonces/immobilier/Vente-Local-Bir-Mourad-Rais-Alger-35334-210362-2.html,2018-07-22,Local,Bir Mourad Rais,28,1,"Description du bien
Vente Local Bir Mourad Rais Local de 28 m² avec sanitaire à vendre situer au chemin Said Hamdine dans une coopérative; papier désistement chez le notaire pour  établir un acte d attribution le prix est fixe 1.5 milliards Appelez-nous au : 0540200245 / 0696795540
",15e6,Agence immobilière Feliachi,Prix Fixe Surface :28 m2 1 pièces,NA
https://www.lkeria.com/annonces/immobilier/Vente-Terrain-Birkhadem-Alger-35334-212108-2.html,2018-07-22,Terrain,Birkhadem,1e4,0,"Description du bien
Vente Terrain Birkhadem Lot terrain de un hectare à Tixraine pas loin du Mouflon
d’or
Certificat d’urbanisme R+6
Prix =
200 000,00 Da /M² négociable Appelez-nous au : 0540200245 / 0696795540
",2e9,Agence immobilière Feliachi,Prix Négociable Avec Acte Surface :10000 m2 Livret foncier Gaz de ville,NA
https://www.lkeria.com/annonces/immobilier/Vente-Terrain-Birkhadem-Alger-35334-211202-2.html,2018-07-22,Terrain,Birkhadem,3500,0,"Description du bien
Vente Terrain Birkhadem Terrain de 3500 m² à Seballa Tixraine Birkhadem Certificat d’Urbanisme R+8 ça peut y aller pour une promotion immobilière  papier acte +livre foncierprix= 16000,00 Da/m² légèrement négociableveuillez contacter mon adjoint sur ce numero: Tel 0558 66 96 54 Appelez-nous au : 0540200245 / 0696795540
",56e6,Agence immobilière Feliachi,Prix Négociable Avec Acte Surface :3500 m2 Livret foncier Gaz de ville,NA
https://www.lkeria.com/annonces/immobilier/Vente-Duplex-Birkhadem-Alger-35334-210171-2.html,2018-07-22,Duplex,Birkhadem,177,5,"Description du bien
Vente Duplex Birkhadem Duplex  a Tiksraine 
Birkhademe dans une résidence au 5eme étage d’une S=177.09 m²  avec toute commodité chauffage + clim papier acte
+ livre foncier  Prix =4.4 milliards ferme Appelez-nous au : 0540200245 / 0696795540
",44e6,Agence immobilière Feliachi,Prix Fixe Avec Acte Surface :177 m2 5 pièces Livret foncier Gaz de ville,NA
https://www.lkeria.com/annonces/immobilier/Vente-Villa-Draria-Alger-35334-212109-2.html,2018-07-22,Villa,Draria,200,0,"Description du bien
Vente Villa Draria Villa au
Draria 200/300 m² R+2 garage pour 3 véhicules
Prix = 12
milliards légèrement négociable Appelez-nous au : 0540200245 / 0696795540
",12e7,Agence immobilière Feliachi,Prix Négociable Avec Acte Surface :200 m2 Jardin Garage Livret foncier Gaz de ville,NA
https://www.lkeria.com/annonces/immobilier/Vente-Villa-El-Mouradia-Alger-35334-211479-2.html,2018-07-22,Villa,El Mouradia,160,0,"Description du bien
Vente Villa El Mouradia  villa de 160 m²  10 ml  de façade ;à démolir situe prés de la mosquée  des martyrs 
pas loin du boulevard des martyrsActe Livre foncierPrix =3,5 milliards ferme Appelez-nous au : 0540200245 / 0696795540
",35e6,Agence immobilière Feliachi,Prix Fixe Avec Acte Surface :160 m2 Jardin Garage Livret foncier Gaz de ville,NA
https://www.lkeria.com/annonces/immobilier/Vente-Villa-Hydra-Alger-35334-209784-2.html,2018-07-22,Villa,Hydra,89,0,"Description du bien
Vente Villa Hydra Vieille bâtisse a démolir de 89,63/270 m²  avec
garage  environ 40 m² avec jardin Cite sellier Hydra  Alger une bâtisse de 16 ml de
façade avec toute commodité acte livre foncier ;Prix= 4,2 Milliard 
légèrement  négociable Appelez-nous au : 0540200245 / 0696795540
",4e7,Agence immobilière Feliachi,Prix Négociable Avec Acte Surface :89 m2 Jardin Livret foncier Gaz de ville,NA
https://www.lkeria.com/annonces/immobilier/Vente-Villa-Kouba-Alger-35334-209785-2.html,2018-07-22,Villa,Kouba,86,0,"Description du bien
Vente Villa Kouba Vente villa coloniale 86/275 m² la Croix
Kouba  papier Acte +livre Foncier+ Main
levée  Prix= 12
Milliards négociable 
 
 Appelez-nous au : 0540200245 / 0696795540
",12e7,Agence immobilière Feliachi,Prix Négociable Avec Acte Surface :86 m2 Jardin Livret foncier Gaz de ville,NA
https://www.lkeria.com/annonces/immobilier/Vente-Villa-Kouba-Alger-35334-209834-2.html,2018-07-22,Villa,Kouba,220,0,"Description du bien
Vente Villa Kouba Villa style moresque a Kouba la
Croix ; S= 220/450 m²  façade 13 ml
en R+1 +terrasse accessible avec  studio endroit
résidentiel prés de l’hôpital CEM la crèche école primaire les mosquées  avec toute commodité
Construction récente 2002 
Toutes les chambres sont : climatisées+
chauffage central avec chaudière +bâche a eau de 7500 m³ +interphone +2 lignes
téléphoniques + internet
RDC : 1/une cour pour 2 véhicules + jardin   2/ garage  pour un véhicule  avec rideau métallique électrique
 
3/ bain turc (hammam)  4/ un grand
salon  5/ 2 chambres   6/cuisine
qui donne vers le jardin 2 petites 
pièces une pour chaudière l’autre pour outille jardinage et l’accès vers
bâche a eau  7/ patio 8/WC
1er étage : 1/ suite parental avec SDB et WC 
2/ 4 chambres  3 /Terrasse  4/SDB
+WC  5*/Salle dressing
Terrasse1/Grande terrasse avec verrière  2/Studio 
Vente 15.5 Milliards
légèrement négociable  Appelez-nous au : 0540200245 / 0696795540
",155e6,Agence immobilière Feliachi,Prix Négociable Avec Acte Surface :220 m2 Jardin Garage Livret foncier Gaz de ville,NA
