"Links","Title","Description","Store.Name","Pseudo","Store.Addresse","Date","Nb.Floor","Nb.Room","Nb.Views","ID.Offer","Price","District","Specifics","Area","Price.value","Price.unit","Price.desc","Price.value.dzd","Price.rules","Announcer.Name","Announcer.Type","Hour","Month","Municipality","Garage","Garden","Furnished","Promise","New.Project","Payment","Top_Municipalities","Store.Municipality","commune.names","lon","lat","type","loctype","address","north","south","east","west","locality","locality.1","administrative_area_level_1","country","political","Store.lon","Store.lat"
"https://www.ouedkniss.com/vente-appartement-f3-alger-bouzareah-algerie-immobilier-d16599266","Vente Appartement F3 Alger Bouzareah","Vente un F2 aménagé En F3 spacieux dans une résidence sécurisée Avec deux entrés vue sur mer et forêt pas loin de la ville 5 min et bainem avec ascenseur ",NA,"mohamedsebaa",NA,2018-07-26,4,"3",36,16599266,"15 Millions Négociable","Route de bainem bouzareah","Electricité ,  Gaz ,  Promotion immobilière ,  Acte notarié ,  Livret foncier ,  Paiement par tranches possible",62,15,"Millions","Négociable",1.5e+07,"Price.value * 1000000","mohamedsebaa","PARTICULIER","14","Jul","BOUZAREAH",FALSE,FALSE,FALSE,FALSE,TRUE,"tranches","Other",NA,"Algiers, BOUZAREAH",3.0125674,36.7816379,"locality","approximate","bouzaréah, algeria",36.8097142,36.7685148,3.0418074,2.9809321,"Bouzaréah",NA,"Algiers Province","Algeria",NA,NA,NA
"https://www.ouedkniss.com/vente-appartement-f3-alger-centre-algerie-immobilier-d16601484","Vente Appartement F3 Alger Alger centre","vente appartement a alger centre hassiba ben, bouali nien ensolier  demande un peu de travaux sinon ce un bel appartement ",NA,"meriemchouch",NA,2018-07-26,2,"3",11,16601484,"1.6 Millions Fixe","gassiba ben bouali","Electricité ,  Gaz ,  Eau ,  Livret foncier",59,1.6,"Millions","Fixe",1.6e+07,"Price.value * 10000000","meriemchouch","PARTICULIER","19","Jul","ALGER",FALSE,FALSE,FALSE,FALSE,FALSE,"comptant","ALGER",NA,"Algiers, ALGER",3.0551159,36.7724841,"locality","approximate","alger centre, algeria",36.7840391,36.752287,3.0769174,3.0389535,"Alger Centre",NA,"Algiers Province","Algeria",NA,NA,NA
"https://www.ouedkniss.com/vente-appartement-f3-alger-cheraga-algerie-immobilier-d16335971","Vente Appartement F3 Alger Cheraga"," Bureau d'affaires vous propose des ventes sur plans dans une résidence à CHERAGA  CENTRE, Les logements sont de types F3 et F4 superficies 84. 92. 110 ET 113M², 2 façades pour chaque appartement. Le cinquième étage avec terrasse. Bonnes finitions cuisine meublée,chauffage centrale. 
Modalités de paiement : 
1-paiement par tranches : 
31 à la réservation (1 bureau d'affaire 30 apports initial ) le reste c'est par tranche selon l'avancement des travaux. 
2-paiement via crédit bancaire : 
31 à la réservation (1bureau d'affaire 30 apports initial) le reste c'est par crédit bancaire. 
Pour plus d'information , on vous invite à nous joindre sur le numéro ci-joint.","Bureau d'affaire Acs",NA,"Alger Kouba Alger",2018-07-26,12345,"3",210,16335971,"22 Millions Fixe","CHERAGA CENTRE","Electricité ,  Gaz ,  Eau ,  Promotion immobilière ,  Crédit bancaire possible",110,22,"Millions","Fixe",2.2e+07,"Price.value * 1000000","Bureau d'affaire Acs","BUREAU D'AFFAIRE","22","Jul","CHERAGA",FALSE,FALSE,FALSE,FALSE,TRUE,"comptant","CHERAGA","KOUBA","Algiers, CHERAGA",2.9225893,36.7623459,"locality","approximate","chéraga, algeria",36.784748,36.7344819,2.9830242,2.8736545,"Chéraga",NA,"Algiers Province","Algeria",NA,3.0814946,36.7266729
"https://www.ouedkniss.com/vente-appartement-f3-alger-cheraga-algerie-immobilier-d16602351","Vente Appartement F3 Alger Cheraga",NA,NA,"Ilyes_blh",NA,2018-07-26,NA,"3",NA,16602351,"900 Millions Négociable","Ben Djilali Mohammed","Electricité ,  Gaz ,  Eau ,  Acte notarié ,  Livret foncier",59,900,"Millions","Négociable",9e+06,"Price.value * 10000","Ilyes_blh","PARTICULIER","20","Jul","CHERAGA",FALSE,FALSE,FALSE,FALSE,FALSE,"comptant","CHERAGA",NA,"Algiers, CHERAGA",2.9225893,36.7623459,"locality","approximate","chéraga, algeria",36.784748,36.7344819,2.9830242,2.8736545,"Chéraga",NA,"Algiers Province","Algeria",NA,NA,NA
"https://www.ouedkniss.com/vente-appartement-f3-alger-draria-algerie-immobilier-d16602345","Vente Appartement F3 Alger Draria","Vend un appartement f3 situé a draria centre Ville, avec acte ,sup 70 m,4éme étage ,prix 1400 U.","MT AFFAIRES",NA,"Alger Dar el beida Comunale",2018-07-26,4,"3",24,16602345,"1.4 Milliards Négociable","Centre ville","Acte notarié",70,1.4,"Milliards","Négociable",1.4e+07,"Price.value *10000000","MT AFFAIRES","BUREAU D'AFFAIRE","19","Jul","DRARIA",FALSE,FALSE,FALSE,FALSE,FALSE,"comptant","Other","DAR EL BEIDA","Algiers, DRARIA",3.0025615,36.7172858,"locality","approximate","draria, algeria",36.7352042,36.6913754,3.0273665,2.9782283,"Draria",NA,"Algiers Province","Algeria",NA,3.2281983,36.7060145
"https://www.ouedkniss.com/vente-appartement-f3-alger-el-mouradia-algerie-immobilier-d14695882","Vente Appartement F3 Alger El mouradia","Bureau d'affaires vous propose des appartements à vendre en finis dans un endroit très bien situé ( GOLF) L'avancement des travaux est à 80%, Très bonnes finitions cuisine équipée,chauffage centrale, voir les photos suivantes;
-Paiement par tranches.
Paiement via crédit bancaire.
Pour plus d'informations , on vous invite à nous joindre sur le numéro ci-joint","Bureau d'affaire Acs",NA,"Alger Kouba Alger",2018-07-26,245,"3",5536,14695882,"2.8 Milliards Négociable","Golf","Electricité ,  Gaz ,  Eau ,  Garage ,  Acte notarié ,  Paiement par tranches possible",80,2.8,"Milliards","Négociable",2.8e+07,"Price.value *10000000","Bureau d'affaire Acs","BUREAU D'AFFAIRE","22","Jul","EL MOURADIA",TRUE,FALSE,FALSE,FALSE,FALSE,"tranches","Other","KOUBA","Algiers, EL MOURADIA",3.0488564,36.7497677,"locality","approximate","el mouradia, algeria",36.7585877,36.7394602,3.0594778,3.0349195,"El Mouradia",NA,"Algiers Province","Algeria",NA,3.0814946,36.7266729
"https://www.ouedkniss.com/vente-appartement-f3-alger-kouba-algerie-immobilier-d16602971","Vente Appartement F3 Alger Kouba","Vente F3 deuxième étage 75m2 garidi2 avec parking le prix : Deux Milliards Trois Cents Millions Centimes","Agence NACER",NA,"Alger El madania 19,Rue Mohammed Badaoui El-Madania",2018-07-26,2,"3",16,16602971,"2.3 Milliards Négociable",NA,NA,75,2.3,"Milliards","Négociable",2.3e+07,"Price.value *10000000","Agence NACER","AGENCE","20","Jul","KOUBA",NA,NA,NA,NA,NA,NA,"Other","EL MADANIA","Algiers, KOUBA",3.0814946,36.7266729,"locality","approximate","kouba, algeria",36.743802,36.704494,3.1017494,3.0529332,"Kouba",NA,"Algiers Province","Algeria",NA,3.0688896,36.7411788
"https://www.ouedkniss.com/vente-appartement-f3-alger-les-eucalyptus-algerie-immobilier-d16601903","Vente Appartement F3 Alger Les eucalyptus","clé ",NA,"molllbach2018",NA,2018-07-26,5,"3",NA,16601903,"630 Millions Offert","400 log","Electricité ,  Gaz ,  Eau ,  Meublé",84,630,"Millions","Offert",6300000,"Price.value * 10000","molllbach2018","PARTICULIER","20","Jul","LES EUCALYPTUS",FALSE,FALSE,TRUE,FALSE,FALSE,"comptant","Other",NA,"Algiers, LES EUCALYPTUS",3.1679257,36.6645264,"locality","approximate","les eucalyptus, algeria",36.695608,36.6407382,3.2069777,3.1242801,"Les Eucalyptus",NA,"Algiers Province","Algeria",NA,NA,NA
"https://www.ouedkniss.com/vente-appartement-f3-alger-ouled-fayet-algerie-immobilier-d16599796","Vente Appartement F3 Alger Ouled fayet","J'ai un appartement type f3 superficie de 90 avec terrasse  m2 au RDC dans un résidence clôturer et garder jours et nuit à Ouled Fayet côté de ooredoo 
La appartement bien équipé à la intérieur avec cuisine équipée chouffage centrale avec radiateur sdb équipe parabole collectif ext........ 
Avec tout commodité 
L'interessier appelé moi ",NA,"1201zaki",NA,2018-07-26,NA,"3",95,16599796,"1.6 Millions Fixe","Côté ooredoo","Electricité ,  Gaz ,  Eau ,  Promotion immobilière ,  Acte notarié ,  Livret foncier ,  Promesse de vente possible ,  Crédit bancaire possible",90,1.6,"Millions","Fixe",1.6e+07,"Price.value * 10000000","1201zaki","PARTICULIER","16","Jul","OULED FAYET",FALSE,FALSE,FALSE,TRUE,TRUE,"comptant","Other",NA,"Algiers, OULED FAYET",2.9425698,36.7295502,"locality","approximate","ouled fayet, algeria",36.7482035,36.7020768,2.974205,2.9115916,"Ouled Fayet",NA,"Algiers Province","Algeria",NA,NA,NA
"https://www.ouedkniss.com/vente-appartement-f3-alger-said-hamdine-algerie-immobilier-d16373582","Vente Appartement F3 Alger Said hamdine","Said hamdine 444 logements dernière étage ",NA,"gstyleee",NA,2018-07-26,4,"3",72,16373582,"2.3 Millions Négociable","Said hamdine","Electricité ,  Gaz ,  Eau ,  Acte notarié ,  Livret foncier",80,2.3,"Millions","Négociable",2.3e+07,"Price.value * 10000000","gstyleee","PARTICULIER","19","Jul","BIR MOURAD RAIS",FALSE,FALSE,FALSE,FALSE,FALSE,"comptant","Other",NA,"Algiers, BIR MOURAD RAIS",3.0503737,36.7353493,"locality","approximate","bir mourad raïs, algeria",36.7407928,36.7197517,3.0644989,3.0220127,"Bir Mourad Raïs",NA,"Algiers Province","Algeria",NA,NA,NA
"https://www.ouedkniss.com/vente-appartement-f3-alger-souidania-algerie-immobilier-d12072861","Vente Appartement F3 Alger Souidania","Bureau d'affaires vous propose des ventes sur plans dans une résidence clôturée au centre ville de Souidania comportant 45 logements en finis de type F3 et F4 , Endroit clé et accessible
Modalités de paiements : 
1-paiement par tranches : 
21 à la réservation (1 bureau d'affaires 20 apports initial ) le reste c'est par tranches selon l'avancement des travaux. 
Pour plus d'informations , on vous invite à nous joindre sur le numéro ci-joint. ","Bureau d'affaire Acs",NA,"Alger Kouba Alger",2018-07-26,2,"3",8265,12072861,"15 Millions / m² Fixe","Souidania","Electricité ,  Gaz ,  Eau ,  Paiement par tranches possible",114,15,"Millions","/ m² Fixe",17100000,"Price.value * Area*10000","Bureau d'affaire Acs","BUREAU D'AFFAIRE","22","Jul","SOUIDANIA",FALSE,FALSE,FALSE,FALSE,FALSE,"tranches","Other","KOUBA","Algiers, SOUIDANIA",2.9026172,36.7089832,"locality","approximate","souidania, algeria",36.7362533,36.6861703,2.9335213,2.8733969,"Souidania",NA,"Algiers Province","Algeria",NA,3.0814946,36.7266729
"https://www.ouedkniss.com/vente-appartement-f4-alger-birkhadem-algerie-immobilier-d16602247","Vente Appartement F4 Alger Birkhadem",NA,NA,"boudjemaa1223",NA,2018-07-26,NA,"4",42,16602247,"600 Millions Négociable","cite cnep n°450 logts birkhadem","Eau",100,600,"Millions","Négociable",6e+06,"Price.value * 10000","boudjemaa1223","PARTICULIER","20","Jul","BIR KHADEM",FALSE,FALSE,FALSE,FALSE,FALSE,"comptant","BIR KHADEM",NA,"Algiers, BIR KHADEM",3.0425977,36.7162726,"locality","approximate","birkhadem, algeria",36.7335146,36.6957629,3.0736561,3.0236329,"Birkhadem",NA,"Algiers Province","Algeria",NA,NA,NA
"https://www.ouedkniss.com/vente-appartement-f4-alger-birtouta-algerie-immobilier-d16531831","Vente Appartement F4 Alger Birtouta","Vend f4, au centre de birtouta dans une cité ferme composée de 3 blocs tt commodités et trs bon voisinage ",NA,"bm1983",NA,2018-07-26,4,"4",94,16531831,"1 Millions Négociable","Centre","Electricité ,  Gaz",145,1,"Millions","Négociable",1e+07,"Price.value * 10000000","bm1983","PARTICULIER","21","Jul","BIRTOUTA",FALSE,FALSE,FALSE,FALSE,FALSE,"comptant","Other",NA,"Algiers, BIRTOUTA",3.0476046,36.6460945,"locality","approximate","birtouta, algeria",36.6685737,36.6163543,3.0718803,2.94734,"Birtouta",NA,"Algiers Province","Algeria",NA,NA,NA
"https://www.ouedkniss.com/vente-appartement-f4-alger-cheraga-algerie-immobilier-d13605116","Vente Appartement F4 Alger Cheraga","Bureau d'affaires vous propose des ventes sur plans dans une résidence de 28 logements clôturée Endroit résidentiel  à CHERAGA  ,Les logements sont de type F4 superficie104. 125M², Bonnes finitions cuisine meublée,chauffage centrale.
Modalités de paiement : 
1-paiement par tranches : 
21 à la réservation (1 bureau d'affaire 20 apports initial ) le reste c'est par tranche selon l'avancement des travaux. 
2-paiement via crédit bancaire : 
21 à la réservation (1bureau d'affaire 20 apport initial) le reste c'est par crédit bancaire. 
Pour plus d'information , on vous invite à nous joindre sur le numéro ci-joint. ","Bureau d'affaire Acs",NA,"Alger Kouba Alger",2018-07-26,124,"4",9966,13605116,"20 Millions / m² Fixe","KAOUCH","Electricité ,  Gaz ,  Eau ,  Garage ,  Promotion immobilière ,  Livret foncier ,  Paiement par tranches possible ,  Crédit bancaire possible",123,20,"Millions","/ m² Fixe",24600000,"Price.value * Area*10000","Bureau d'affaire Acs","BUREAU D'AFFAIRE","22","Jul","CHERAGA",TRUE,FALSE,FALSE,FALSE,TRUE,"tranches","CHERAGA","KOUBA","Algiers, CHERAGA",2.9225893,36.7623459,"locality","approximate","chéraga, algeria",36.784748,36.7344819,2.9830242,2.8736545,"Chéraga",NA,"Algiers Province","Algeria",NA,3.0814946,36.7266729
"https://www.ouedkniss.com/vente-appartement-f4-alger-draria-algerie-immobilier-d13095824","Vente Appartement F4 Alger Draria","Bureau d'affaires vous propose des ventes sur plans dans une résidence clôturée  à Seballa de type  F4 de 125M² du 1er au 4 éme étage  , Bonnes
 Finitions  ,cuisines meublées,chauffage centrale
Le libre choix des étages, 
Plus garage de 36 m2 pour deux véhicules. 
Modalités de paiement : 
1-paiement par quatres tranches : 
25 à la réservation  le reste selon l'avancement des travaux. 
Pour plus d'informations , on vous invite à nous joindre sur le numéro ci-joint. ","Bureau d'affaire Acs",NA,"Alger Kouba Alger",2018-07-26,1234,"4",3869,13095824,"20 Millions / m² Fixe","Seballa","Electricité ,  Gaz ,  Eau ,  Garage ,  Promesse de vente possible ,  Paiement par tranches possible",125,20,"Millions","/ m² Fixe",2.5e+07,"Price.value * Area*10000","Bureau d'affaire Acs","BUREAU D'AFFAIRE","22","Jul","DRARIA",TRUE,FALSE,FALSE,TRUE,FALSE,"tranches","Other","KOUBA","Algiers, DRARIA",3.0025615,36.7172858,"locality","approximate","draria, algeria",36.7352042,36.6913754,3.0273665,2.9782283,"Draria",NA,"Algiers Province","Algeria",NA,3.0814946,36.7266729
"https://www.ouedkniss.com/vente-appartement-f4-alger-ouled-fayet-algerie-immobilier-d14577812","Vente Appartement F4 Alger Ouled fayet","Bureau d'affaires vous propose des ventes sur plans à Ouled Fayet ( à la sortie de la ville) Les logements sont de type F3 et F4  différentes superficies 80, 86. 88. 91. 102. 112. 140 et 177M²  Bonnes finitions cuisines meublées,chauffage centrale. 
Modalités de paiement : 
1-paiement par tranches : 
21 à la réservation (1 bureau d'affaire 20 apports initial ) le reste c'est par tranche selon l'avancement des travaux. 
2-paiement via crédit bancaire : 
21 à la réservation (1bureau d'affaire 20 apports initial) le reste c'est par crédit bancaire. 
Pour plus d'information , on vous invite à nous joindre sur le numéro ci-joint.","Bureau d'affaire Acs",NA,"Alger Kouba Alger",2018-07-26,12345,"4",4952,14577812,"18 Millions / m² Fixe","Les grands vents","Jardin ,  Electricité ,  Gaz ,  Eau ,  Garage ,  Promotion immobilière ,  Paiement par tranches possible ,  Crédit bancaire possible",81,18,"Millions","/ m² Fixe",14580000,"Price.value * Area*10000","Bureau d'affaire Acs","BUREAU D'AFFAIRE","22","Jul","OULED FAYET",TRUE,TRUE,FALSE,FALSE,TRUE,"tranches","Other","KOUBA","Algiers, OULED FAYET",2.9425698,36.7295502,"locality","approximate","ouled fayet, algeria",36.7482035,36.7020768,2.974205,2.9115916,"Ouled Fayet",NA,"Algiers Province","Algeria",NA,3.0814946,36.7266729
"https://www.ouedkniss.com/vente-appartement-f5-alger-bir-mourad-rais-algerie-immobilier-d16602806","Vente Appartement F5 Alger Bir mourad rais","vend F5 dans une promantion avec ascenceur +box","APISERVCES",NA,"Alger El madania 27A, Rue Amar Boudlel, El-Madania- Alger",2018-07-26,4,"5",13,16602806,"4.2 Milliards Négociable","les sources","Electricité ,  Eau",146,4.2,"Milliards","Négociable",4.2e+07,"Price.value *10000000","APISERVCES","BUREAU D'AFFAIRE","19","Jul","BIR MOURAD RAIS",FALSE,FALSE,FALSE,FALSE,FALSE,"comptant","Other","EL MADANIA","Algiers, BIR MOURAD RAIS",3.0503737,36.7353493,"locality","approximate","bir mourad raïs, algeria",36.7407928,36.7197517,3.0644989,3.0220127,"Bir Mourad Raïs",NA,"Algiers Province","Algeria",NA,3.0688896,36.7411788
"https://www.ouedkniss.com/vente-appartement-f2-alger-bordj-el-bahri-algerie-immobilier-d16495501","Vente Appartement F2 Alger Bordj el bahri",NA,NA,"nana00",NA,2018-07-26,NA,"2",488,16495501,"750 Millions Négociable","Cite somame","Electricité ,  Gaz ,  Eau ,  Acte notarié",68,750,"Millions","Négociable",7500000,"Price.value * 10000","nana00","PARTICULIER","17","Jul","BORDJ EL BAHRI",FALSE,FALSE,FALSE,FALSE,FALSE,"comptant","BORDJ EL BAHRI",NA,"Algiers, BORDJ EL BAHRI",3.2404681,36.7791328,"locality","approximate","bordj el bahri, algeria",36.8043883,36.7716175,3.2715224,3.2278347,"Bordj El Bahri",NA,"Algiers Province","Algeria",NA,NA,NA
"https://www.ouedkniss.com/vente-appartement-f2-alger-centre-algerie-immobilier-d16477005","Vente Appartement F2 Alger Alger centre","F2 a vendre à alger centre pas loin du palais du gouernement en allant vers cadi 
2ème étage rdc 
refait à neuf ",NA,"laquica33",NA,2018-07-26,NA,"2",NA,16477005,"850 Millions Négociable","abdelaziz mouzaoui","Electricité ,  Eau ,  Acte notarié ,  Livret foncier",54,850,"Millions","Négociable",8500000,"Price.value * 10000","laquica33","PARTICULIER","21","Jul","ALGER",FALSE,FALSE,FALSE,FALSE,FALSE,"comptant","ALGER",NA,"Algiers, ALGER",3.0551159,36.7724841,"locality","approximate","alger centre, algeria",36.7840391,36.752287,3.0769174,3.0389535,"Alger Centre",NA,"Algiers Province","Algeria",NA,NA,NA
